YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Geolocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2015,2019,NV,Nevada,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",Number,Number,44.0,44.0,,,,,Sex,Female,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN03,NMBR,SEX,SEXF
2022,2022,ID,Idaho,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Crude Prevalence,76.8,76.8,,,74.6,78.9,Age,Age 45-64,POINT (-114.3637300419997 43.682630005000476),16,SDOH,SDH12,CRDPREV,AGE,AGE4564
2022,2022,VA,Virginia,BRFSS,Diabetes,Diabetes among adults,%,Crude Prevalence,8.4,8.4,,,5.2,13.3,Race/Ethnicity,"Asian, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),51,DIA,DIA01,CRDPREV,RACE,ASN
2020,2020,SC,South Carolina,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude Median,4.7,4.7,,,4.3,5.1,Sex,Female,POINT (-81.04537120699968 33.998821303000454),45,ALC,ALC05,CRDMEDN,SEX,SEXF
2015,2019,GA,Georgia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause","per 100,000",Age-adjusted Rate,156.6,156.6,,,155.5,157.7,Overall,Overall,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN08,AGEADJRATE,OVERALL,OVR
2019,2019,WV,West Virginia,USRDS,Chronic Kidney Disease,Incidence of treated end-stage kidney disease,"cases per 1,000,000","Adjusted rate by age, sex, race and ethnicity",403.3,403.3,,,,,Overall,Overall,POINT (-80.71264013499967 38.66551020200046),54,CKD,CKD01,AGESEXRACEADJRATE,OVERALL,OVR
2021,2021,VA,Virginia,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Age-adjusted Prevalence,45.0,45.0,,,39.3,50.8,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,ART,ART04,AGEADJPREV,OVERALL,OVR
2016,2020,MO,Missouri,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause","per 100,000",Age-adjusted Rate,19.1,19.1,,,18.5,19.8,Race/Ethnicity,"White, non-Hispanic",POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN02,AGEADJRATE,RACE,WHT
2020,2020,TX,Texas,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude 75th percentile,4.1,4.1,,,3.2,4.8,Race/Ethnicity,Hispanic,POINT (-99.42677020599967 31.827240407000488),48,ALC,ALC04,CRD75TH,RACE,HIS
2019,2019,US,United States,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed regular soda at least one time daily among high school students,%,Crude Prevalence,10.3,10.3,,,3.1,29.2,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,59,NPAW,NPW05,CRDPREV,RACE,HAPI
2019,2019,NC,North Carolina,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,Number,122.0,122.0,,,,,Race/Ethnicity,Hispanic,POINT (-79.15925046299964 35.466220975000454),37,CVD,CVD08,NMBR,RACE,HIS
2019,2019,OK,Oklahoma,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,78.7,78.7,,,76.6,80.6,Overall,Overall,POINT (-97.52107021399968 35.47203135600046),40,CVD,CVD02,CRDPREV,OVERALL,OVR
2021,2021,IA,Iowa,BRFSS,Health Status,Recent activity limitation among adults,Number,Crude Mean,2.5,2.5,,,2.2,2.8,Age,Age 45-64,POINT (-93.81649055599968 42.46940091300047),19,HEA,HEA04,CRDMEAN,AGE,AGE4564
2020,2020,OK,Oklahoma,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted Prevalence,11.8,11.8,,,10.3,13.5,Sex,Male,POINT (-97.52107021399968 35.47203135600046),40,HEA,HEA03,AGEADJPREV,SEX,SEXM
2019,2019,OK,Oklahoma,BRFSS,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Crude Prevalence,16.0,16.0,,,12.3,20.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-97.52107021399968 35.47203135600046),40,ART,ART02,CRDPREV,RACE,AIAN
2022,2022,LA,Louisiana,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Crude Prevalence,61.2,61.2,,,59.1,63.2,Race/Ethnicity,"White, non-Hispanic",POINT (-92.44568007099969 31.31266064400046),22,ORH,ORH06,CRDPREV,RACE,WHT
2020,2020,NH,New Hampshire,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,2.8,2.8,,,2.2,3.4,Overall,Overall,POINT (-71.50036091999965 43.65595011300047),33,MEN,MEN04,AGEADJMEAN,OVERALL,OVR
2020,2020,ND,North Dakota,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,25.2,25.2,,,22.7,27.9,Sex,Male,POINT (-100.11842104899966 47.47531977900047),38,ALC,ALC06,CRDPREV,SEX,SEXM
2019,2019,ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status","Met aerobic physical activity guideline for substantial health benefits, adults",%,Crude Prevalence,35.2,35.2,,,26.1,45.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,NPAW,NPW09,CRDPREV,RACE,AIAN
2020,2021,HI,Hawaii,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,43.3,43.3,,,37.9,48.8,Age,Age 1-5,POINT (-157.85774940299973 21.304850435000446),15,ORH,ORH05,CRDPREV,AGE,AGE1_5
2020,2020,ME,Maine,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted Prevalence,19.8,19.8,,,11.4,32.3,Race/Ethnicity,Hispanic,POINT (-68.98503133599962 45.254228894000505),23,HEA,HEA01,AGEADJPREV,RACE,HIS
2019,2019,KS,Kansas,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Crude Mean,4.5,4.5,,,4.1,4.8,Age,Age 45-64,POINT (-98.20078122699965 38.34774030000045),20,HEA,HEA02,CRDMEAN,AGE,AGE4564
2016,2020,AL,Alabama,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause","per 100,000",Age-adjusted Rate,180.3,180.3,,,177.0,183.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN08,AGEADJRATE,RACE,BLK
2019,2019,KY,Kentucky,YRBSS,Alcohol,Alcohol use among high school students,%,Crude Prevalence,18.4,18.4,,,11.3,28.5,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.77497104799966 37.645970271000465),21,ALC,ALC01,CRDPREV,RACE,BLK
2015,2019,KS,Kansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Crude Rate,542.1,542.1,,,538.3,545.9,Overall,Overall,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN07,CRDRATE,OVERALL,OVR
2020,2020,CO,Colorado,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,218.9,218.9,,,209.1,228.6,Age,Age >=65,POINT (-106.13361092099967 38.843840757000464),8,CVD,CVD07,CRDRATE,AGE,AGE65P
2019,2019,NH,New Hampshire,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Crude Prevalence,78.4,78.4,,,76.7,80.0,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036091999965 43.65595011300047),33,SDOH,SDH12,CRDPREV,RACE,WHT
2019,2019,OR,Oregon,BRFSS,Diabetes,Diabetes among adults,%,Crude Prevalence,2.3,2.3,,,1.7,3.1,Age,Age 18-44,POINT (-120.15503132599969 44.56744942400047),41,DIA,DIA01,CRDPREV,AGE,AGE1844
2022,2022,VI,Virgin Islands,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,%,Crude Prevalence,30.9,30.9,,,21.0,43.0,Overall,Overall,POINT (-64.896335 18.335765),78,IMM,IMM04,CRDPREV,OVERALL,OVR
2022,2022,IL,Illinois,BRFSS,Mental Health,Frequent mental distress among adults,%,Age-adjusted Prevalence,14.3,14.3,,,12.5,16.3,Race/Ethnicity,"White, non-Hispanic",POINT (-88.99771017799969 40.48501028300046),17,MEN,MEN05,AGEADJPREV,RACE,WHT
2020,2020,NC,North Carolina,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,%,Age-adjusted Prevalence,59.1,59.1,,,53.9,64.0,Race/Ethnicity,Hispanic,POINT (-79.15925046299964 35.466220975000454),37,SDOH,SDH09,AGEADJPREV,RACE,HIS
2021,2021,OH,Ohio,ACS,Social Determinants of Health,Living below 150% of the poverty threshold among all people,%,Crude Prevalence,31.6,31.6,,,23.0,41.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-82.40426005599966 40.06021014100048),39,SDOH,SDH01,CRDPREV,RACE,AIAN
2021,2021,SD,South Dakota,YRBSS,Tobacco,Current smokeless tobacco use among high school students,%,Crude Prevalence,2.8,2.8,,,1.9,4.2,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,TOB,TOB03,CRDPREV,OVERALL,OVR
2022,2022,ME,Maine,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,20.3,20.3,,,12.3,31.6,Race/Ethnicity,Hispanic,POINT (-68.98503133599962 45.254228894000505),23,ALC,ALC06,CRDPREV,RACE,HIS
2021,2021,VT,Vermont,BRFSS,Asthma,Current asthma among adults,%,Crude Prevalence,12.4,12.4,,,11.2,13.7,Race/Ethnicity,"White, non-Hispanic",POINT (-72.51764079099962 43.62538123900049),50,AST,AST02,CRDPREV,RACE,WHT
2020,2020,FL,Florida,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,44.6,44.6,,,36.5,52.6,Race/Ethnicity,"Asian, non-Hispanic",POINT (-81.92896053899966 28.932040377000476),12,COPD,COPD06,CRDRATE,RACE,ASN
2022,2022,CA,California,BRFSS,Health Status,2 or more chronic conditions among adults,%,Crude Prevalence,38.9,38.9,,,36.1,41.8,Age,Age >=65,POINT (-120.99999953799971 37.63864012300047),6,HEA,HEA05,CRDPREV,AGE,AGE65P
2020,2020,VA,Virginia,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,11.8,11.8,,,11.1,12.5,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,ALC,ALC09,AGEADJRATE,OVERALL,OVR
2021,2021,CA,California,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,73.0,73.0,,,58.2,83.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-120.99999953799971 37.63864012300047),6,CVD,CVD02,CRDPREV,RACE,MRC
2021,2021,CO,Colorado,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed fruit less than one time daily among high school students,%,Crude Prevalence,7.0,7.0,,,3.9,12.3,Grade,Grade 12,POINT (-106.13361092099967 38.843840757000464),8,NPAW,NPW01,CRDPREV,GRADE,GRD12
2018,2019,LA,Louisiana,NSCH,Oral Health,Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,88.6,88.6,,,84.1,92.0,Age,Age 12-17,POINT (-92.44568007099969 31.31266064400046),22,ORH,ORH04,CRDPREV,AGE,AGE1217
2019,2020,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Subjective cognitive decline among adults aged 45 years and older,%,Age-adjusted Prevalence,7.8,7.8,,,5.9,10.1,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051),2,CHC,CHC01,AGEADJPREV,RACE,WHT
2020,2020,ND,North Dakota,BRFSS,Sleep,Short sleep duration among adults,%,Age-adjusted Prevalence,50.2,50.2,,,38.1,62.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,SLEP,SLP03,AGEADJPREV,RACE,MRC
2021,2021,TN,Tennessee,PRAMS,Oral Health,Preventive dental care in the 12 months before pregnancy among women with a recent live birth,%,Crude Prevalence,12.4,12.4,,,5.9,24.1,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,ORH,ORH07,CRDPREV,RACE,HIS
2021,2021,MA,Massachusetts,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,%,Age-adjusted Prevalence,2.4,2.4,,,1.7,3.2,Sex,Female,POINT (-72.08269067499964 42.27687047000046),25,SDOH,SDH09,AGEADJPREV,SEX,SEXF
2022,2022,IA,Iowa,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,29.8,29.8,,,27.7,32.0,Age,Age 18-44,POINT (-93.81649055599968 42.46940091300047),19,ALC,ALC06,CRDPREV,AGE,AGE1844
2019,2019,NC,North Carolina,BRFSS,Arthritis,Arthritis among adults,%,Age-adjusted Prevalence,31.5,31.5,,,22.8,41.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,ART,ART01,AGEADJPREV,RACE,AIAN
2019,2020,IL,Illinois,BRFSS,Cognitive Health and Caregiving,Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline,%,Crude Prevalence,42.5,42.5,,,28.8,57.5,Age,Age >=65,POINT (-88.99771017799969 40.48501028300046),17,CHC,CHC02,CRDPREV,AGE,AGE65P
2021,2021,IA,Iowa,BRFSS,Health Status,Frequent physical distress among adults,%,Crude Prevalence,9.2,9.2,,,8.5,10.0,Overall,Overall,POINT (-93.81649055599968 42.46940091300047),19,HEA,HEA03,CRDPREV,OVERALL,OVR
2020,2020,UT,Utah,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,54.9,54.9,,,36.8,78.9,Race/Ethnicity,Hispanic,POINT (-111.58713063499971 39.360700171000474),49,COPD,COPD05,AGEADJRATE,RACE,HIS
2021,2021,KS,Kansas,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,Number,441.0,441.0,,,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-98.20078122699965 38.34774030000045),20,CVD,CVD06,NMBR,RACE,BLK
2019,2019,MD,Maryland,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Age-adjusted Mean,3.2,3.2,,,2.9,3.5,Race/Ethnicity,"Black, non-Hispanic",POINT (-76.60926011099963 39.29058096400047),24,HEA,HEA02,AGEADJMEAN,RACE,BLK
2019,2019,VT,Vermont,BRFSS,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Age-adjusted Prevalence,15.8,15.8,,,12.2,20.2,Race/Ethnicity,"White, non-Hispanic",POINT (-72.51764079099962 43.62538123900049),50,ART,ART07,AGEADJPREV,RACE,WHT
2019,2019,RI,Rhode Island,BRFSS,Diabetes,Diabetes among adults,%,Age-adjusted Prevalence,7.7,7.7,,,6.7,8.7,Sex,Female,POINT (-71.52247031399963 41.70828019300046),44,DIA,DIA01,AGEADJPREV,SEX,SEXF
2021,2021,KY,Kentucky,BRFSS,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Age-adjusted Prevalence,11.4,11.4,,,8.6,15.1,Sex,Male,POINT (-84.77497104799966 37.645970271000465),21,ART,ART07,AGEADJPREV,SEX,SEXM
2021,2021,US,United States,BRFSS,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,14.6,14.6,,,13.9,15.2,Age,Age 45-64,,59,ART,ART07,CRDPREV,AGE,AGE4564
2019,2019,OH,Ohio,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Crude Mean,2.9,2.9,,,2.5,3.2,Age,Age 18-44,POINT (-82.40426005599966 40.06021014100048),39,HEA,HEA02,CRDMEAN,AGE,AGE1844
2022,2022,MT,Montana,BRFSS,Social Determinants of Health,"Unable to pay mortgage, rent, or utility bills in the past 12 months among adults",%,Crude Prevalence,9.4,9.4,,,8.1,11.0,Sex,Female,POINT (-109.42442064499971 47.06652897200047),30,SDOH,SDH05,CRDPREV,SEX,SEXF
2021,2021,WA,Washington,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,13.6,13.6,,,9.3,19.4,Race/Ethnicity,Hispanic,POINT (-120.47001078999972 47.52227862900048),53,COPD,COPD05,CRDRATE,RACE,HIS
2019,2019,DE,Delaware,BRFSS,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,10.6,10.6,,,7.1,15.5,Race/Ethnicity,Hispanic,POINT (-75.57774116799965 39.008830667000495),10,MEN,MEN05,CRDPREV,RACE,HIS
2022,2022,IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Age-adjusted Prevalence,32.2,32.2,,,23.8,42.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-86.14996019399968 39.766910452000445),18,NPAW,NPW14,AGEADJPREV,RACE,MRC
2020,2020,WI,Wisconsin,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,65.0,65.0,,,51.9,78.2,Race/Ethnicity,Hispanic,POINT (-89.81637074199966 44.39319117400049),55,CVD,CVD08,AGEADJRATE,RACE,HIS
2020,2020,CA,California,BRFSS,Asthma,Current asthma among adults,%,Crude Prevalence,13.2,13.2,,,8.2,20.6,Race/Ethnicity,"Black, non-Hispanic",POINT (-120.99999953799971 37.63864012300047),6,AST,AST02,CRDPREV,RACE,BLK
2022,2022,HI,Hawaii,BRFSS,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,12.7,12.7,,,10.6,15.1,Race/Ethnicity,"White, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,MEN,MEN05,CRDPREV,RACE,WHT
2020,2020,HI,Hawaii,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,37.04,37.04,,,35.57,38.51,Sex,Female,POINT (-157.85774940299973 21.304850435000446),15,COPD,COPD03,AGEADJRATE,SEX,SEXF
2021,2021,SD,South Dakota,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,%,Crude Prevalence,66.1,66.1,,,59.4,72.3,Sex,Male,POINT (-100.3735306369997 44.353130053000484),46,IMM,IMM04,CRDPREV,SEX,SEXM
2019,2019,AZ,Arizona,BRFSS,Tobacco,Quit attempts in the past year among adult current smokers,%,Crude Prevalence,50.1,50.1,,,41.4,58.9,Age,Age >=65,POINT (-111.76381127699972 34.865970280000454),4,TOB,TOB06,CRDPREV,AGE,AGE65P
2022,2022,DE,Delaware,BRFSS,Disability,Adults with any disability,%,Crude Prevalence,20.3,20.3,,,17.4,23.6,Age,Age 18-44,POINT (-75.57774116799965 39.008830667000495),10,DIS,DIS01,CRDPREV,AGE,AGE1844
2019,2019,IL,Illinois,YRBSS,Sleep,Short sleep duration among high school students,%,Crude Prevalence,84.9,84.9,,,74.6,91.5,Race/Ethnicity,"Asian, non-Hispanic",POINT (-88.99771017799969 40.48501028300046),17,SLEP,SLP02,CRDPREV,RACE,ASN
2021,2021,ME,Maine,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,31.3,31.3,,,28.0,34.5,Sex,Female,POINT (-68.98503133599962 45.254228894000505),23,CVD,CVD07,AGEADJRATE,SEX,SEXF
2020,2020,IA,Iowa,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,0.0,0.0,##,Estimate is 0.0% because no cases were reported with this condition,,,Race/Ethnicity,"Asian, non-Hispanic",POINT (-93.81649055599968 42.46940091300047),19,COPD,COPD01,CRDPREV,RACE,ASN
2020,2020,PA,Pennsylvania,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,93.5,93.5,,,92.1,94.9,Overall,Overall,POINT (-77.86070029399963 40.79373015200048),42,CVD,CVD08,AGEADJRATE,OVERALL,OVR
2020,2020,ID,Idaho,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",Number,Number,825.0,825.0,,,,,Race/Ethnicity,"White, non-Hispanic",POINT (-114.3637300419997 43.682630005000476),16,COPD,COPD05,NMBR,RACE,WHT
2021,2021,CA,California,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Crude Prevalence,18.1,18.1,,,16.5,19.9,Sex,Male,POINT (-120.99999953799971 37.63864012300047),6,NPAW,NPW06,CRDPREV,SEX,SEXM
2019,2019,NV,Nevada,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,294.7,294.7,,,283.0,306.4,Race/Ethnicity,"White, non-Hispanic",POINT (-117.07184056399967 39.493240390000494),32,COPD,COPD06,AGEADJRATE,RACE,WHT
2020,2020,TN,Tennessee,NVSS,Asthma,"Asthma mortality among all people, underlying cause",Number,Number,61.0,61.0,,,,,Race/Ethnicity,"White, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,AST,AST01,NMBR,RACE,WHT
2021,2021,DE,Delaware,YRBSS,Sleep,Short sleep duration among high school students,%,Crude Prevalence,80.1,80.1,,,77.2,82.6,Overall,Overall,POINT (-75.57774116799965 39.008830667000495),10,SLEP,SLP02,CRDPREV,OVERALL,OVR
2020,2020,MI,Michigan,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Age-adjusted Mean,3.3,3.3,,,3.1,3.6,Overall,Overall,POINT (-84.71439026999968 44.6613195430005),26,HEA,HEA02,AGEADJMEAN,OVERALL,OVR
